image_id,label,variety,age,image_path
110286.jpg,normal,Ponni,60,./inputs/train_images/normal/110286.jpg
102808.jpg,blast,ADT45,70,./inputs/train_images/blast/102808.jpg
108426.jpg,downy_mildew,ADT45,68,./inputs/train_images/downy_mildew/108426.jpg
107217.jpg,tungro,ADT45,60,./inputs/train_images/tungro/107217.jpg
103446.jpg,brown_spot,ADT45,55,./inputs/train_images/brown_spot/103446.jpg
108127.jpg,hispa,ADT45,55,./inputs/train_images/hispa/108127.jpg
104996.jpg,hispa,ADT45,70,./inputs/train_images/hispa/104996.jpg
103945.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/103945.jpg
105186.jpg,blast,AndraPonni,45,./inputs/train_images/blast/105186.jpg
104098.jpg,downy_mildew,AtchayaPonni,45,./inputs/train_images/downy_mildew/104098.jpg
103183.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/103183.jpg
101458.jpg,downy_mildew,Zonal,55,./inputs/train_images/downy_mildew/101458.jpg
103272.jpg,blast,ADT45,50,./inputs/train_images/blast/103272.jpg
109358.jpg,normal,ADT45,60,./inputs/train_images/normal/109358.jpg
103060.jpg,bacterial_leaf_streak,KarnatakaPonni,50,./inputs/train_images/bacterial_leaf_streak/103060.jpg
104732.jpg,bacterial_leaf_blight,ADT45,65,./inputs/train_images/bacterial_leaf_blight/104732.jpg
100813.jpg,hispa,ADT45,45,./inputs/train_images/hispa/100813.jpg
105438.jpg,hispa,ADT45,50,./inputs/train_images/hispa/105438.jpg
101864.jpg,dead_heart,ADT45,80,./inputs/train_images/dead_heart/101864.jpg
110363.jpg,bacterial_leaf_streak,Zonal,70,./inputs/train_images/bacterial_leaf_streak/110363.jpg
102961.jpg,brown_spot,ADT45,70,./inputs/train_images/brown_spot/102961.jpg
104064.jpg,hispa,ADT45,60,./inputs/train_images/hispa/104064.jpg
105820.jpg,dead_heart,KarnatakaPonni,75,./inputs/train_images/dead_heart/105820.jpg
109268.jpg,bacterial_leaf_streak,Zonal,70,./inputs/train_images/bacterial_leaf_streak/109268.jpg
109085.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/109085.jpg
102012.jpg,dead_heart,Ponni,80,./inputs/train_images/dead_heart/102012.jpg
101919.jpg,normal,ADT45,60,./inputs/train_images/normal/101919.jpg
104460.jpg,bacterial_panicle_blight,ADT45,70,./inputs/train_images/bacterial_panicle_blight/104460.jpg
108096.jpg,brown_spot,ADT45,45,./inputs/train_images/brown_spot/108096.jpg
107248.jpg,blast,ADT45,68,./inputs/train_images/blast/107248.jpg
109317.jpg,normal,ADT45,57,./inputs/train_images/normal/109317.jpg
109429.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/109429.jpg
104153.jpg,hispa,AtchayaPonni,65,./inputs/train_images/hispa/104153.jpg
101275.jpg,tungro,ADT45,70,./inputs/train_images/tungro/101275.jpg
106715.jpg,tungro,ADT45,45,./inputs/train_images/tungro/106715.jpg
109299.jpg,brown_spot,ADT45,55,./inputs/train_images/brown_spot/109299.jpg
103825.jpg,hispa,ADT45,50,./inputs/train_images/hispa/103825.jpg
107743.jpg,hispa,KarnatakaPonni,70,./inputs/train_images/hispa/107743.jpg
101487.jpg,dead_heart,IR20,70,./inputs/train_images/dead_heart/101487.jpg
100050.jpg,blast,Ponni,47,./inputs/train_images/blast/100050.jpg
107288.jpg,brown_spot,ADT45,70,./inputs/train_images/brown_spot/107288.jpg
109870.jpg,bacterial_leaf_blight,ADT45,72,./inputs/train_images/bacterial_leaf_blight/109870.jpg
104146.jpg,tungro,ADT45,70,./inputs/train_images/tungro/104146.jpg
107652.jpg,normal,ADT45,70,./inputs/train_images/normal/107652.jpg
108157.jpg,hispa,AtchayaPonni,65,./inputs/train_images/hispa/108157.jpg
102052.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/102052.jpg
109872.jpg,tungro,ADT45,60,./inputs/train_images/tungro/109872.jpg
103964.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/103964.jpg
110090.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images/bacterial_leaf_blight/110090.jpg
102067.jpg,brown_spot,ADT45,65,./inputs/train_images/brown_spot/102067.jpg
103195.jpg,dead_heart,ADT45,75,./inputs/train_images/dead_heart/103195.jpg
103610.jpg,brown_spot,ADT45,70,./inputs/train_images/brown_spot/103610.jpg
101021.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/101021.jpg
106969.jpg,blast,ADT45,50,./inputs/train_images/blast/106969.jpg
109524.jpg,hispa,ADT45,70,./inputs/train_images/hispa/109524.jpg
109946.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/109946.jpg
106875.jpg,tungro,ADT45,72,./inputs/train_images/tungro/106875.jpg
103016.jpg,normal,ADT45,50,./inputs/train_images/normal/103016.jpg
105515.jpg,blast,ADT45,68,./inputs/train_images/blast/105515.jpg
105844.jpg,bacterial_panicle_blight,ADT45,70,./inputs/train_images/bacterial_panicle_blight/105844.jpg
101385.jpg,blast,ADT45,70,./inputs/train_images/blast/101385.jpg
100988.jpg,normal,ADT45,73,./inputs/train_images/normal/100988.jpg
108004.jpg,hispa,ADT45,60,./inputs/train_images/hispa/108004.jpg
104405.jpg,bacterial_leaf_streak,Onthanel,50,./inputs/train_images/bacterial_leaf_streak/104405.jpg
102920.jpg,bacterial_panicle_blight,ADT45,67,./inputs/train_images/bacterial_panicle_blight/102920.jpg
100187.jpg,hispa,ADT45,70,./inputs/train_images/hispa/100187.jpg
100771.jpg,hispa,Ponni,60,./inputs/train_images/hispa/100771.jpg
105620.jpg,brown_spot,ADT45,70,./inputs/train_images/brown_spot/105620.jpg
109396.jpg,bacterial_leaf_streak,ADT45,60,./inputs/train_images/bacterial_leaf_streak/109396.jpg
100491.jpg,hispa,Zonal,70,./inputs/train_images/hispa/100491.jpg
108654.jpg,normal,ADT45,60,./inputs/train_images/normal/108654.jpg
103281.jpg,tungro,ADT45,67,./inputs/train_images/tungro/103281.jpg
108344.jpg,dead_heart,ADT45,72,./inputs/train_images/dead_heart/108344.jpg
102555.jpg,bacterial_leaf_blight,ADT45,65,./inputs/train_images/bacterial_leaf_blight/102555.jpg
101554.jpg,blast,Zonal,70,./inputs/train_images/blast/101554.jpg
104593.jpg,hispa,ADT45,70,./inputs/train_images/hispa/104593.jpg
104365.jpg,downy_mildew,Surya,45,./inputs/train_images/downy_mildew/104365.jpg
102698.jpg,blast,ADT45,60,./inputs/train_images/blast/102698.jpg
106471.jpg,hispa,ADT45,68,./inputs/train_images/hispa/106471.jpg
100284.jpg,bacterial_leaf_streak,Zonal,70,./inputs/train_images/bacterial_leaf_streak/100284.jpg
101322.jpg,hispa,AtchayaPonni,65,./inputs/train_images/hispa/101322.jpg
102309.jpg,dead_heart,KarnatakaPonni,75,./inputs/train_images/dead_heart/102309.jpg
105451.jpg,blast,ADT45,50,./inputs/train_images/blast/105451.jpg
106828.jpg,hispa,ADT45,70,./inputs/train_images/hispa/106828.jpg
107031.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/107031.jpg
108320.jpg,bacterial_leaf_blight,ADT45,45,./inputs/train_images/bacterial_leaf_blight/108320.jpg
104392.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/104392.jpg
108166.jpg,normal,ADT45,70,./inputs/train_images/normal/108166.jpg
108523.jpg,blast,ADT45,50,./inputs/train_images/blast/108523.jpg
109348.jpg,normal,ADT45,80,./inputs/train_images/normal/109348.jpg
108974.jpg,bacterial_leaf_blight,Ponni,47,./inputs/train_images/bacterial_leaf_blight/108974.jpg
105235.jpg,dead_heart,ADT45,75,./inputs/train_images/dead_heart/105235.jpg
109013.jpg,brown_spot,ADT45,68,./inputs/train_images/brown_spot/109013.jpg
105826.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/105826.jpg
100959.jpg,normal,Ponni,60,./inputs/train_images/normal/100959.jpg
100543.jpg,hispa,AtchayaPonni,65,./inputs/train_images/hispa/100543.jpg
105291.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images/bacterial_leaf_blight/105291.jpg
107899.jpg,bacterial_panicle_blight,ADT45,70,./inputs/train_images/bacterial_panicle_blight/107899.jpg
104275.jpg,dead_heart,AndraPonni,65,./inputs/train_images/dead_heart/104275.jpg
110039.jpg,bacterial_panicle_blight,ADT45,68,./inputs/train_images/bacterial_panicle_blight/110039.jpg
103003.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/103003.jpg
104614.jpg,hispa,ADT45,45,./inputs/train_images/hispa/104614.jpg
101283.jpg,brown_spot,ADT45,72,./inputs/train_images/brown_spot/101283.jpg
107328.jpg,bacterial_leaf_streak,ADT45,60,./inputs/train_images/bacterial_leaf_streak/107328.jpg
104669.jpg,normal,ADT45,60,./inputs/train_images/normal/104669.jpg
108933.jpg,tungro,ADT45,72,./inputs/train_images/tungro/108933.jpg
107889.jpg,blast,ADT45,55,./inputs/train_images/blast/107889.jpg
100483.jpg,dead_heart,Ponni,80,./inputs/train_images/dead_heart/100483.jpg
107244.jpg,hispa,AtchayaPonni,65,./inputs/train_images/hispa/107244.jpg
104805.jpg,normal,Onthanel,70,./inputs/train_images/normal/104805.jpg
100419.jpg,normal,ADT45,60,./inputs/train_images/normal/100419.jpg
105283.jpg,downy_mildew,ADT45,70,./inputs/train_images/downy_mildew/105283.jpg
100866.jpg,brown_spot,ADT45,68,./inputs/train_images/brown_spot/100866.jpg
106682.jpg,brown_spot,ADT45,72,./inputs/train_images/brown_spot/106682.jpg
105669.jpg,normal,ADT45,65,./inputs/train_images/normal/105669.jpg
103744.jpg,normal,ADT45,65,./inputs/train_images/normal/103744.jpg
107784.jpg,dead_heart,AndraPonni,65,./inputs/train_images/dead_heart/107784.jpg
108432.jpg,hispa,AtchayaPonni,65,./inputs/train_images/hispa/108432.jpg
107786.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/107786.jpg
101976.jpg,hispa,AndraPonni,65,./inputs/train_images/hispa/101976.jpg
102778.jpg,tungro,ADT45,57,./inputs/train_images/tungro/102778.jpg
105718.jpg,tungro,ADT45,45,./inputs/train_images/tungro/105718.jpg
104513.jpg,blast,ADT45,70,./inputs/train_images/blast/104513.jpg
102271.jpg,brown_spot,ADT45,65,./inputs/train_images/brown_spot/102271.jpg
109027.jpg,dead_heart,IR20,70,./inputs/train_images/dead_heart/109027.jpg
100906.jpg,brown_spot,Ponni,67,./inputs/train_images/brown_spot/100906.jpg
107637.jpg,hispa,ADT45,65,./inputs/train_images/hispa/107637.jpg
105137.jpg,hispa,ADT45,50,./inputs/train_images/hispa/105137.jpg
101628.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/101628.jpg
106725.jpg,brown_spot,ADT45,55,./inputs/train_images/brown_spot/106725.jpg
100154.jpg,blast,ADT45,70,./inputs/train_images/blast/100154.jpg
100787.jpg,hispa,ADT45,50,./inputs/train_images/hispa/100787.jpg
105747.jpg,tungro,ADT45,60,./inputs/train_images/tungro/105747.jpg
101410.jpg,normal,ADT45,70,./inputs/train_images/normal/101410.jpg
100011.jpg,tungro,ADT45,70,./inputs/train_images/tungro/100011.jpg
100065.jpg,normal,ADT45,60,./inputs/train_images/normal/100065.jpg
107121.jpg,normal,ADT45,60,./inputs/train_images/normal/107121.jpg
107337.jpg,normal,RR,70,./inputs/train_images/normal/107337.jpg
107009.jpg,tungro,ADT45,60,./inputs/train_images/tungro/107009.jpg
107534.jpg,tungro,ADT45,45,./inputs/train_images/tungro/107534.jpg
100809.jpg,hispa,Zonal,70,./inputs/train_images/hispa/100809.jpg
109403.jpg,normal,ADT45,50,./inputs/train_images/normal/109403.jpg
107287.jpg,normal,ADT45,70,./inputs/train_images/normal/107287.jpg
101980.jpg,normal,ADT45,60,./inputs/train_images/normal/101980.jpg
104213.jpg,normal,Ponni,55,./inputs/train_images/normal/104213.jpg
101042.jpg,blast,Onthanel,50,./inputs/train_images/blast/101042.jpg
105124.jpg,tungro,ADT45,60,./inputs/train_images/tungro/105124.jpg
100412.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/100412.jpg
108864.jpg,bacterial_leaf_streak,Zonal,70,./inputs/train_images/bacterial_leaf_streak/108864.jpg
101396.jpg,normal,ADT45,60,./inputs/train_images/normal/101396.jpg
102434.jpg,normal,ADT45,65,./inputs/train_images/normal/102434.jpg
104676.jpg,normal,ADT45,60,./inputs/train_images/normal/104676.jpg
101080.jpg,blast,Ponni,55,./inputs/train_images/blast/101080.jpg
103086.jpg,downy_mildew,ADT45,68,./inputs/train_images/downy_mildew/103086.jpg
106600.jpg,hispa,Onthanel,70,./inputs/train_images/hispa/106600.jpg
104509.jpg,normal,ADT45,70,./inputs/train_images/normal/104509.jpg
102394.jpg,hispa,ADT45,60,./inputs/train_images/hispa/102394.jpg
105195.jpg,dead_heart,ADT45,75,./inputs/train_images/dead_heart/105195.jpg
101434.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/101434.jpg
107686.jpg,tungro,ADT45,60,./inputs/train_images/tungro/107686.jpg
100317.jpg,tungro,ADT45,57,./inputs/train_images/tungro/100317.jpg
108738.jpg,normal,Ponni,60,./inputs/train_images/normal/108738.jpg
100515.jpg,normal,ADT45,60,./inputs/train_images/normal/100515.jpg
107869.jpg,tungro,ADT45,60,./inputs/train_images/tungro/107869.jpg
100636.jpg,blast,ADT45,45,./inputs/train_images/blast/100636.jpg
101114.jpg,downy_mildew,ADT45,70,./inputs/train_images/downy_mildew/101114.jpg
109139.jpg,normal,ADT45,60,./inputs/train_images/normal/109139.jpg
107414.jpg,hispa,AndraPonni,65,./inputs/train_images/hispa/107414.jpg
102218.jpg,blast,ADT45,60,./inputs/train_images/blast/102218.jpg
105020.jpg,hispa,ADT45,70,./inputs/train_images/hispa/105020.jpg
100120.jpg,hispa,AtchayaPonni,50,./inputs/train_images/hispa/100120.jpg
103439.jpg,bacterial_panicle_blight,Ponni,80,./inputs/train_images/bacterial_panicle_blight/103439.jpg
104288.jpg,hispa,AtchayaPonni,65,./inputs/train_images/hispa/104288.jpg
104754.jpg,dead_heart,ADT45,72,./inputs/train_images/dead_heart/104754.jpg
102300.jpg,normal,Ponni,55,./inputs/train_images/normal/102300.jpg
108978.jpg,brown_spot,ADT45,60,./inputs/train_images/brown_spot/108978.jpg
100990.jpg,tungro,ADT45,60,./inputs/train_images/tungro/100990.jpg
101934.jpg,bacterial_panicle_blight,ADT45,70,./inputs/train_images/bacterial_panicle_blight/101934.jpg
104740.jpg,dead_heart,KarnatakaPonni,75,./inputs/train_images/dead_heart/104740.jpg
104858.jpg,normal,ADT45,60,./inputs/train_images/normal/104858.jpg
100544.jpg,normal,ADT45,60,./inputs/train_images/normal/100544.jpg
107473.jpg,dead_heart,ADT45,75,./inputs/train_images/dead_heart/107473.jpg
109717.jpg,blast,ADT45,60,./inputs/train_images/blast/109717.jpg
101963.jpg,dead_heart,AndraPonni,65,./inputs/train_images/dead_heart/101963.jpg
104054.jpg,brown_spot,ADT45,70,./inputs/train_images/brown_spot/104054.jpg
100551.jpg,dead_heart,Onthanel,70,./inputs/train_images/dead_heart/100551.jpg
101984.jpg,blast,ADT45,60,./inputs/train_images/blast/101984.jpg
104362.jpg,normal,Ponni,60,./inputs/train_images/normal/104362.jpg
108070.jpg,blast,KarnatakaPonni,50,./inputs/train_images/blast/108070.jpg
105312.jpg,hispa,ADT45,50,./inputs/train_images/hispa/105312.jpg
103049.jpg,hispa,ADT45,50,./inputs/train_images/hispa/103049.jpg
109076.jpg,bacterial_panicle_blight,ADT45,70,./inputs/train_images/bacterial_panicle_blight/109076.jpg
104078.jpg,normal,ADT45,70,./inputs/train_images/normal/104078.jpg
104629.jpg,normal,ADT45,60,./inputs/train_images/normal/104629.jpg
109452.jpg,tungro,ADT45,70,./inputs/train_images/tungro/109452.jpg
108289.jpg,normal,ADT45,60,./inputs/train_images/normal/108289.jpg
108104.jpg,dead_heart,ADT45,65,./inputs/train_images/dead_heart/108104.jpg
108737.jpg,normal,ADT45,60,./inputs/train_images/normal/108737.jpg
100657.jpg,blast,ADT45,68,./inputs/train_images/blast/100657.jpg
103206.jpg,hispa,Onthanel,70,./inputs/train_images/hispa/103206.jpg
104199.jpg,hispa,AndraPonni,65,./inputs/train_images/hispa/104199.jpg
105196.jpg,blast,Ponni,55,./inputs/train_images/blast/105196.jpg
102495.jpg,hispa,KarnatakaPonni,70,./inputs/train_images/hispa/102495.jpg
102290.jpg,bacterial_leaf_streak,Zonal,70,./inputs/train_images/bacterial_leaf_streak/102290.jpg
110337.jpg,hispa,ADT45,70,./inputs/train_images/hispa/110337.jpg
105723.jpg,hispa,ADT45,45,./inputs/train_images/hispa/105723.jpg
105013.jpg,bacterial_panicle_blight,AndraPonni,65,./inputs/train_images/bacterial_panicle_blight/105013.jpg
106845.jpg,downy_mildew,Onthanel,70,./inputs/train_images/downy_mildew/106845.jpg
107774.jpg,downy_mildew,ADT45,70,./inputs/train_images/downy_mildew/107774.jpg
101870.jpg,dead_heart,Ponni,80,./inputs/train_images/dead_heart/101870.jpg
109120.jpg,dead_heart,KarnatakaPonni,75,./inputs/train_images/dead_heart/109120.jpg
106468.jpg,dead_heart,Ponni,80,./inputs/train_images/dead_heart/106468.jpg
107564.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/107564.jpg
105164.jpg,downy_mildew,KarnatakaPonni,50,./inputs/train_images/downy_mildew/105164.jpg
100092.jpg,blast,ADT45,70,./inputs/train_images/blast/100092.jpg
100329.jpg,brown_spot,ADT45,72,./inputs/train_images/brown_spot/100329.jpg
103773.jpg,dead_heart,KarnatakaPonni,75,./inputs/train_images/dead_heart/103773.jpg
100263.jpg,downy_mildew,ADT45,60,./inputs/train_images/downy_mildew/100263.jpg
105730.jpg,hispa,Onthanel,70,./inputs/train_images/hispa/105730.jpg
103401.jpg,normal,ADT45,60,./inputs/train_images/normal/103401.jpg
108276.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/108276.jpg
104896.jpg,normal,ADT45,50,./inputs/train_images/normal/104896.jpg
109909.jpg,blast,Zonal,70,./inputs/train_images/blast/109909.jpg
101126.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/101126.jpg
103935.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/103935.jpg
108351.jpg,normal,ADT45,70,./inputs/train_images/normal/108351.jpg
109834.jpg,hispa,ADT45,70,./inputs/train_images/hispa/109834.jpg
101904.jpg,downy_mildew,ADT45,70,./inputs/train_images/downy_mildew/101904.jpg
100539.jpg,normal,ADT45,70,./inputs/train_images/normal/100539.jpg
101437.jpg,tungro,AtchayaPonni,50,./inputs/train_images/tungro/101437.jpg
106136.jpg,normal,ADT45,60,./inputs/train_images/normal/106136.jpg
105888.jpg,blast,ADT45,55,./inputs/train_images/blast/105888.jpg
104135.jpg,bacterial_leaf_streak,Zonal,70,./inputs/train_images/bacterial_leaf_streak/104135.jpg
103940.jpg,downy_mildew,AtchayaPonni,45,./inputs/train_images/downy_mildew/103940.jpg
103796.jpg,brown_spot,ADT45,55,./inputs/train_images/brown_spot/103796.jpg
100596.jpg,downy_mildew,KarnatakaPonni,50,./inputs/train_images/downy_mildew/100596.jpg
102292.jpg,normal,ADT45,60,./inputs/train_images/normal/102292.jpg
100795.jpg,bacterial_leaf_blight,ADT45,50,./inputs/train_images/bacterial_leaf_blight/100795.jpg
105352.jpg,blast,ADT45,70,./inputs/train_images/blast/105352.jpg
108418.jpg,blast,ADT45,70,./inputs/train_images/blast/108418.jpg
102192.jpg,blast,ADT45,70,./inputs/train_images/blast/102192.jpg
102783.jpg,blast,KarnatakaPonni,75,./inputs/train_images/blast/102783.jpg
106141.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images/bacterial_leaf_blight/106141.jpg
109393.jpg,normal,ADT45,50,./inputs/train_images/normal/109393.jpg
103442.jpg,tungro,ADT45,57,./inputs/train_images/tungro/103442.jpg
108983.jpg,tungro,ADT45,70,./inputs/train_images/tungro/108983.jpg
108642.jpg,normal,ADT45,60,./inputs/train_images/normal/108642.jpg
106568.jpg,bacterial_panicle_blight,ADT45,75,./inputs/train_images/bacterial_panicle_blight/106568.jpg
101655.jpg,hispa,AtchayaPonni,57,./inputs/train_images/hispa/101655.jpg
105088.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/105088.jpg
104442.jpg,bacterial_leaf_streak,ADT45,60,./inputs/train_images/bacterial_leaf_streak/104442.jpg
108460.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/108460.jpg
101537.jpg,blast,AndraPonni,45,./inputs/train_images/blast/101537.jpg
109918.jpg,tungro,ADT45,60,./inputs/train_images/tungro/109918.jpg
109249.jpg,bacterial_leaf_blight,ADT45,55,./inputs/train_images/bacterial_leaf_blight/109249.jpg
106262.jpg,hispa,ADT45,67,./inputs/train_images/hispa/106262.jpg
109124.jpg,blast,ADT45,70,./inputs/train_images/blast/109124.jpg
100552.jpg,bacterial_leaf_streak,Zonal,70,./inputs/train_images/bacterial_leaf_streak/100552.jpg
109350.jpg,tungro,ADT45,70,./inputs/train_images/tungro/109350.jpg
102650.jpg,normal,ADT45,70,./inputs/train_images/normal/102650.jpg
108713.jpg,brown_spot,ADT45,55,./inputs/train_images/brown_spot/108713.jpg
106739.jpg,hispa,Onthanel,70,./inputs/train_images/hispa/106739.jpg
104840.jpg,normal,Ponni,80,./inputs/train_images/normal/104840.jpg
107847.jpg,downy_mildew,ADT45,60,./inputs/train_images/downy_mildew/107847.jpg
105219.jpg,bacterial_leaf_streak,Zonal,70,./inputs/train_images/bacterial_leaf_streak/105219.jpg
103453.jpg,blast,ADT45,50,./inputs/train_images/blast/103453.jpg
110232.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/110232.jpg
109038.jpg,blast,ADT45,50,./inputs/train_images/blast/109038.jpg
108386.jpg,brown_spot,ADT45,70,./inputs/train_images/brown_spot/108386.jpg
103846.jpg,normal,ADT45,60,./inputs/train_images/normal/103846.jpg
102334.jpg,blast,ADT45,50,./inputs/train_images/blast/102334.jpg
102285.jpg,downy_mildew,AtchayaPonni,45,./inputs/train_images/downy_mildew/102285.jpg
105051.jpg,normal,Ponni,60,./inputs/train_images/normal/105051.jpg
102347.jpg,brown_spot,ADT45,70,./inputs/train_images/brown_spot/102347.jpg
107417.jpg,dead_heart,ADT45,70,./inputs/train_images/dead_heart/107417.jpg
102275.jpg,blast,AndraPonni,45,./inputs/train_images/blast/102275.jpg
105668.jpg,brown_spot,ADT45,72,./inputs/train_images/brown_spot/105668.jpg
108745.jpg,brown_spot,ADT45,72,./inputs/train_images/brown_spot/108745.jpg
102534.jpg,normal,ADT45,50,./inputs/train_images/normal/102534.jpg
